titulo,sinopse
No Portal da Eternidade,"1888. Após sofrer com o ostracismo e a rejeição de suas pinturas em galerias de arte, Vincent Van Gogh (Willem Dafoe) decide ouvir o conselho de seu mentor, Paul Gauguin (Oscar Isaac), e se mudar para Arles, no sul da França. Lá, lutando contra os avanços da loucura, da depressão e as pressões sociais, o pintor holandês adentra uma das fases mais conturbadas e prolíficas de sua curta, porém meteórica trajetória."
Se a Rua Beale Falasse,"Baseado no célebre romance de James Baldwin, o filme acompanha Tish (Kiki Layne), uma grávida do Harlem, que luta para livrar seu marido de uma acusação criminal injusta e de subtextos racistas a tempo de tê-lo em casa para o nascimento de seu bebê."
O Médico Indiano,"A história do Dr. Vasant Lad, o pioneiro da medicina holística que trouxe o antigo sistema de saúde Ayurveda da Índia para o Ocidente no fim da década de 1970. Unindo seus talentos medicinais e místicos, ele há décadas está no centro do movimento pela mudança da maneira como corpos e espíritos são cuidados nos Estados Unidos."
O Galã,"Júlio (Thiago Fragoso) aspira se tornar um grande ator, mas a grande maioria de suas empreitadas nas telas costumam dar errado. Quando o dinheiro aperta, ele resolve recorrer ao seu meio irmão Beto (Luiz Henrique Nogueira), um obcecado roteirista de novelas que vive em reclusão, com quem ele não tem muito contato. O ator acredita que sua grande chance será concedida pelo irmão, mas a relação entre os dois se torna a cada dia mais insustentável. "
Vergel,"Em pleno verão, uma mulher brasileira (Camila Morgado) espera o corpo do seu marido que foi morto durante as férias do casal na Argentina. A burocracia é tanta e a espera tão longa que ela começa a perder a noção do tempo e o senso de realidade. O apartamento onde ela está hospedada é cheio de plantas mas ela sequer consegue cuidar delas. Até que uma vizinha (Maricel Álvarez) se oferece para ajudar a regar e a mulher encontra nessa desconhecida alguém com quem compartilhar sua dor."
Jovens Infelizes ou Um Homem que Grita não É um Urso que Dança,"Um grupo de artistas vive reunido em uma pequena casa. Sofrendo com as más condições financeiras, eles tentam criar uma verdadeira arte revolucionária, capaz de enfrentar o sistema e libertá-los da opressão do governo. Quando algumas tentativas falham, eles partem para medidas extremas."
Alita: Anjo de Combate,"Uma ciborgue é descoberta por um cientista. Ela não tem memórias de sua criação, mas possui grande conhecimento de artes marciais. Enquanto busca informações sobre seu passado, trabalha como caçadora de recompensas e descobre um interesse amoroso."
A Mula,"Leo Sharp coleciona uma série de honras que vão desde de prêmios por seus trabalhos como paisagista e decorador até o reconhecimento por ter lutado contra os nazistas durante a Segunda Guerra Mundial. No entanto, foi aos 90 anos que conquistou algo surpreendente: ele foi preso por portar o equivalente a três milhões de dólares em cocaína no seu carro, uma picape velha, no Michigan. Sharp era o líder do Sinaloa, um cartel de drogas no México e foi sentenciado à três anos de cadeia. A sinopse oficial ainda não foi divulgada."
Poderia Me Perdoar?,"Passando por problemas financeiros, a jornalista Lee Israel decide forjar e vender cartas de personalidades já falecidas, um negócio criminoso que dá muito certo. Quando as primeiras suspeitas começam, para não parar de lucrar, ela modifica o esquema e passa a roubar os textos originais de arquivos e bibliotecas. Baseado em uma história real."
Minha Fama de Mau,"Lutando para sobreviver e se virando com pequenos trabalhos, o jovem Erasmo Carlos (Chay Suede) alimenta uma paixão: o rock and roll. Fã de Elvis Presley, Bill Halley & The Comets e Chuck Berry, ele aprende a tocar violão e passa a perseguir a ideia de viver da música. Misturando talento e um pouco de sorte, ele conquista a admiração do apresentador de TV Carlos Imperial (Bruno de Luca), um cara influente no meio artístico, e através dele conhece o cantor Roberto Carlos (Gabriel Leone), com quem começa a compor diversas canções. A parceria dá muito certo e o sucesso logo chega, transformando para sempre a vida de Erasmo."
Tito e os Pássaros,"O filme conta a história de um menino que é responsável, junto com seu pai, por achar a cura para uma doença que é contraída após a pessoa tomar um susto."
A Pedra da Serpente,"Depois de perder o bebê em seus últimos meseses de gestação, Joana (Claudia Campolina) decide tirar um tempo de férias na cidade de Peruíbe, nacionalmente conhecida por seus supostos casos de abdução e contato com extraterrestres. Em sua primeira noite na cidade ela atropela um homem desconhecido e é convencida de que está envolvida em uma trama alienígena."
As Ineses,"Além de amigas e vizinhas, Carmen e Rosa possuem uma série de estranhas e peculiares coincidências entre si. Elas possuem o mesmo sobrenome, dão a luz no mesmo dia e seus filhos nascem no mesmo hospital. Mas quando os casais observam as crianças, eles notam que uma troca pode ter sido feita por engano e decidem dar o mesmo nome aos dois bebês para evitar maiores problemas."
A Morte Te Dá Parabéns 2,"Depois de morrer diversas vezes para quebrar o feitiço temporal que a mantinha presa no dia de seu aniversário, Tree Gelbman (Jessica Rothe) olha para o futuro, tentando escrever uma nova história ao lado de Carter (Israel Broussard). No entanto, quando um experimento científico dá errado, a jovem é forçada a retornar ao fluxo de repetição e, desta vez, morrer não será o bastante para escapar."
Sai de Baixo - O Filme,"É a volta dos personagens icônicos da série de sucesso da Rede Globo, como Caco (Miguel Falabella), Magda (Marisa Orth) e Ribamar (Tom Cavalcante), assim como novos personagens que vão acrescentar à bagunça."
Todos Já Sabem,"Quando sua irmã se casa, Laura (Penélope Cruz) retorna à Espanha natal para acompanhar a cerimônia. Por motivos de trabalho, o marido argentino (Ricardo Darín) não pode ir com ela. Chegando no local, Laura reencontra o ex-namorado, Paco (Javier Bardem), que não via há muitos anos. Durante a festa de casamento, uma tragédia acontece. Toda a família precisa se unir diante de um possível crime de grandes proporções, enquanto se questionam se o culpado não está entre eles. Na busca por uma solução, segredos e mentiras são revelados sobre o passado de cada um."
Querido Menino,"David Sheff (Steve Carell) é um conceituado jornalista e escritor que vive com a segunda esposa e os filhos. O filho mais velho, Nic Sheff (Timothée Chalamet), é viciado em metanfetamina e abala completamente a rotina da família e daquele lar. David tenta entender o que acontece com o filho, que teve uma infância de carinho e suporte, ao mesmo tempo em que estuda a droga e sua dependência. Nic, por sua vez, passa por diversos ciclos da vida de um dependente químico, lutando para se recuperar, mas volta e meia se entregando ao vício."
Dogman,"Marcello (Marcello Fonte), um humilde funcionário  da petshop ""Dogman"", localizada na periferia de Roma, se envolveu em um dos piores crimes já registrados na história da Itália. Dominado por um sentimento de vingança incontrolável, ele decidiu torturar, durante horas, um ex boxeador que atormentava todos os moradores do bairro em que vivia."
Normandia Nua,"Georges Balbuzard (François Cluzet) é o prefeito da pequena cidade de Mêle sur Sarthe, na Normandia, onde os agricultores vêm sofrendo cada vez mais por conta de uma crise econômica. Quando o fotógrafo Blake Newman (Toby Jones), conhecido por deixar multidões nuas em suas obras, está passando pela região, Balbuzard enxerga nisso uma oportunidade perfeita para salvar seu povo. Só falta convencer os cidadãos a tirarem a roupa."
Lembro Mais dos Corvos,"Durante uma crise de insônia, a atriz Julia Katharine, uma mulher transexual, conta a história de sua vida através de um monólogo. A intimidade da personagem central é exposta através de relatos reais de resistência e autoaceitação."
Homem Livre,"Hélio Lotte já foi rodeado de fama e dinheiro, e esteve por muito tempo no centro dos holofotes. Hoje, livre da cadeia após anos preso por um crime brutal, o ex-ídolo do rock só tem uma intenção: ser esquecido. O que ele não imagina é que, ao se abrigar em uma pequena igreja evangélica, partes do seu passado voltarão à tona trazendo mais um acontecimento ruim."
A Caminho de Casa,"Bella é uma cadelinha especial que vive com Lucas, um estudante de medicina veterinária que trabalha como voluntário em um hospital local. Um dia ela é encontrada pelo Controle de Animais na rua e acaba sendo levada para um abrigo a 400 milhas de distância de seu dono. No entanto, Bella, uma cachorra extremamente leal e corajosa, decide iniciar sozinha uma longa jornada de volta para a casa, emocionando a todos que cruzam o seu caminho."
Cinderela Pop,"Cintia Dorella (Maisa Silva) é uma adolescente que descobre uma traição no casamento dos pais. Descrente no amor, ela vai morar na casa da tia e passa a trabalhar como DJ, se tornando a Cinderela Pop. Mas ela não esperava que um príncipe encantado pudesse fazê-la se apaixonar."
Não Olhe,"Uma solitária jovem de 18 anos não encontra suporte familiar e nem amigos para que possa desabafar sobre os problemas de sua vida. Cansada, ela começa a conversar com o próprio reflexo no espelho apenas para externalizar sua angústia, mas rapidamente descobre que está trocando de lugar com uma espécie de clone que tenta convencê-la a tomar atitudes vingativas."
A Maldição da Freira,"No outono de 1960, os padres Thomas Riley (Lalor Roddy) e John Thornton (Ciaran Flynn) são enviados pelo Vaticano para investigar um evento milagroso em um lar irlandês para mulheres órfãs, grávidas solteiras ou com distúrbios mentais. Lá eles encontram uma adolescente grávida com sinais de possessão demoníaca e acabam descobrindo algo terrível."
O Silêncio dos Outros,"Em 1977 o parlamento espanhol aprovou uma Lei de Anistia que garantia a liberdade de todos os presos políticos e a proibição do julgamento de qualquer ato criminoso ocorrido durante a ditadura de Francisco Franco no país. O Franquismo assombrou a Espanha durante 38 anos deixando um imenso número de vítimas e parentes sem respostas. Os cineastas Almudena Carracedo e Robert Bahar foram atrás desses sobreviventes e, durante um período de 6 anos, entrevistaram pessoas como José Galantes, que hoje em dia vive muito próximo de seu torturador, e Maria Martín, que até hoje não conseguiu ter acesso aos restos mortais de seu pai, morto durante o regime."
Calmaria,"O capitão de um barco de pesca (Matthew McConaughey) tem um passado misterioso que está prestes a vir à tona. Vivendo em uma pequena ilha do Caribe, sua vida assume um caminho que pode não ser tudo o que parece. Quando sua ex-mulher (Anne Hathaway) retorna e faz um pedido inusitado e perigoso, ele começa a se questionar de tudo à sua volta."
Crimes Obscuros,"O policial Tadek (Jim Carrey) investiga um caso de assassinato não resolvido e encontra semelhanças do crime em um livro do artista polonês Krystov Kozlow (Marton Csokas). Ele começa a investigar a vida do escritor e da sua namorada, uma mulher misteriosa (Charlotte Gainsbourg) que trabalha num sex club. Sua obsessão aumenta e Tadek fica cada vez mais atormentado, adentrando num submundo de sexo, mentiras e corrupção."
Um Elefante Sentado Quieto,"Sob o céu escuro de uma pequena cidade no norte da China, o individualismo marca várias histórias paralelas. Wei Bu, um garoto de dezesseis anos, se envolve numa briga na escola, que provoca o acidente de um colega, filho de uma família poderosa. Logo, ele precisa descobrir um meio de fugir. A melhor amiga dele, Huang Ling, está em apuros após o vazamento de um vídeo íntimo envolvendo o vice-diretor da escola. O avô de Wei Bu mora com a filha, mas sofre pressão para abandonar o seu próprio apartamento e se mudar para um asilo, deixando mais espaço aos outros moradores. Yu Cheng dorme com a esposa de seu melhor amigo, mas quando o caso é descoberto, este se joga de uma janela e se mata. À medida que as histórias se cruzam em um único dia, eles ouvem falar da cidade vizinha de Manzhouli, onde haveria um elefante sentado, imóvel, por algum motivo misterioso."
Made in Italy,"Riko (Stefano Accorsi) é um homem sem sorte que, insatisfeito com seu trabalho e com uma sociedade que não o representa, está passando por dificuldades em manter sua família. A única coisa que salva os seus dias são seus amigos, que propõem uma viagem para Roma para tirá-lo da pressão dessa pequena crise existencial."
Tá Rindo de Quê?,"Mesmo diante de toda a brutalidade e truculência da ditadura militar no Brasil, muitos artistas apresentavam-se como resistência utilizando do talento e da criatividade para driblar as imposições da censura na época. Mesmo fornecendo para a população uma espécie de válvula de escape, diversos humoristas foram ameaçados e perseguidos em detrimento de piadas e quadros televisivos. "
A Casa de Veraneio,"Após a morte de seu irmão, a cinesata Anna (Valeria Bruni Tedeschi) decide unir-se ao restante de sua família para passar férias em uma mansão de verão na Côte d'Azur. Apesar da linda paisagem, a mulher precisa lidar com um término recente e com os desafios de seu novo filme enquanto o isolamento das pessoas ao seu redor as leva a externalizar uma série de sentimentos até então reprimidos."
Capitã Marvel,"Carol Danvers (Brie Larson) é uma ex-agente da Força Aérea norte-americana, que, sem se lembrar de sua vida na Terra, é recrutada pelos Kree para fazer parte de seu exército de elite. Inimiga declarada dos Skrull, ela acaba voltando ao seu planeta de origem para impedir uma invasão dos metaformos, e assim vai acabar descobrindo a verdade sobre si, com a ajuda do agente Nick Fury (Samuel L. Jackson) e da gata Goose."
Raiva,"Nos remotos campos do Baixo Alentejo, no sul de Portugal, a miséria e a fome assolam a população. Quando dois violentos assassinatos acontecem em uma só noite, um mistério toma o lugar: qual poderia ser a origem desses crimes?"
Rafiki,"Kena (Samantha Mugatsia) e Ziki (Sheila Munyiva) são grandes amigas e, embora suas famílias sejam rivais políticas, as duas continuaram juntas ao longo dos anos, apoiando uma a outra na batalha pela conquistas de seus sonhos. A relação de amizade transforma-se em um romance que passa a afetar a rotina da comunidade conservadora em que vivem. As jovens terão que escolher entre experienciar o amor que partilham, ou se distanciar em função de uma vida segura."
O Rei de Roma,"Numa Tempesta (Marco Giallini) é um focado e carismático homem de negócios que, levado por uma gigante necessidade de ser bem sucedido, faz qualquer coisa para fechar um negócio, mesmo que isso o leve a infrigir a lei. Depois de uma negociação dar errado, ele é pego pela polícia e condenado a um ano de prisão domicilar, mas agora fará de qualquer coisa para voltar a trabalhar normalmente."
Albatroz,"O fotógrafo Simão (Alexandre Nero), casado com Catarina (Maria Flor), uma compositora de jingles publicitários, se apaixona pela atriz judia Renée (Camila Morgado), com quem viaja a Jerusalém. Lá ele acaba registrando um atentado terrorista, o que lhe torna mundialmente famoso. Mas, ao mesmo tempo, surgem críticas negativas por ele ter fotografado em vez de tentar evitar a tragédia. Simão entra em depressão e fica na fronteira entre realidade, sonho e delírio."
O Último Trago,"Vidas desconhecidas indiretamente interligadas, mesmo que apenas pelos dramas e paixões. Este é o caso de Augusto, Álvaro, Joachim, Vicente, Marlene, Cláudio, e Valéria que, em lugares e tempos distintos, se encontram em um momento limite entre a vida e a morte."
Yomeddine - Em Busca de um Lar,"Beshay (Rady Gamal) é um coletor de lixo que decide sair do confinamento de uma colônia de leprosos pela primeira vez e embarca em uma jornada ao Egito para procurar sua família. Ele viaja com seu burro e seu aprendiz órfão ao longo do Nilo e, pela primeira vez, fica cara a cara com a maldição de ser um estranho."
Diários de Classe,"Em três salas de aula para adultos se destacam três mulheres que têm em comum o desejo de melhorar de vida por meio do estudo. Vânia frequenta as aulas no presídio feminino enquanto acompanha o lento desenrolar de seu confuso processo criminal, a empregada doméstica Maria José todas as noites vai às aulas da Educação de Jovens e Adultos levando junto a filha pequena, e a adolescente transsexual Tifany busca se adaptar à vida em abrigo e ser tratada pelo nome que escolheu, não mais pelo que consta em seus documentos."
O Parque dos Sonhos,"A jovem otimista e sonhadora June encontra escondido na floresta um parque de diversões chamado Wonderland, que é cheio de passeios e animais que falam. O único problema é que o parque está confuso e desorganizado. June logo descobre que o parque veio de sua imaginação e que ela é a única que pode deixar o lugar mágico de novo."
Vingança a Sangue Frio,"Nels (Liam Neeson), um tranquilo homem de família, trabalha como motorista de um removedor de neve e vê seu mundo virado de cabeça para baixo quando seu filho é morto por um poderoso traficante de drogas. Impulsionado pelo desejo de vingança e sem nada para perder, ele fará tudo o que por preciso para destruir o cartel."
Maligno,"Preocupada com o repentino comportamento estranho e violento de seu filho Miles (Jackson Robert Scott), Sarah (Taylor Schilling) inicia uma investigação por conta própria para entender o que está acontecendo. Mas o que ela descobre é que alguma espécie de força sobrenatural está agindo sobre ele, influenciando, cada vez mais, suas ações."
Um Amor Inesperado,"Marcos (Ricardo Darín) e Ana (Mercedes Morán) estão casados há 25 anos e seu relacionamento já não está mais funcionando. Quando seu filho deixa a Argentina para estudar fora, os dois decidem se divorciar. Porém, a vida de solteiro não é tão fácil quanto eles esperavam e Marcos acaba chamando Ana para sair com ele novamente."
Suprema,"Ruth Bader Ginsburg (Felicity Jones) se formou em direito nas instituições mais prestigiosas do país: Harvard e Columbia, sempre como primeira aluna de sua turma. Mesmo assim, ela enfrentou o machismo dos anos 1950 e 1960 quando tentou encontrar emprego, sendo recusada pelos principais escritórios de advocacia. Na função de professora, ela se especializou em direito relacionado ao gênero, decidindo atacar o Estado norte-americano para derrubar centenas de leis que permitem a discriminação às mulheres."
As Filhas do Fogo,"Insatisfeitas com suas próprias vidas, três mulheres independentes de meia-idade se encontram por acaso, bem longes de suas casas, e começam a se relacionar de maneira poliamorosa. Quando percebem que estão livres daquilo que acreditam ser regras sociais possessivas, elas decidem formar um grupo cujo propósito é libertar outras mulheres que estejam passando pelos mesmos problemas."
Imagem e Palavra,"Godard parte de montagens de imagens para refletir sobre aspectos do cinema e do mundo. Colando cenas de filmes, de reportagens, de vídeos caseiros e mesmo de desenhos, o cineasta aborda as funções do tempo e do espaço, utilizando em particular o caso das imagens sobre o mundo árabe de como são percebidas pelo mundo ocidental."
Pastor Cláudio,"Um encontro histórico entre duas figuras pessoalmente antagônicas: o bispo evangélico Cláudio Guerra, responsável por assassinar e incinerar os opositores à ditadura militar brasileira, e Eduardo Passos, um psicólogo e ativista dos Direitos Humanos."
Mal Nosso,"Arthur (Ademir Esteves) é um pai zeloso, preocupado com sua filha única, prestes a entrar na faculdade. Ele esconde um segredo desde sua juventude sobre algo que pode ser prejudicial ao futuro da jovem, e para isso contrata os serviços de um serial killer na deep web. Após fazer um acordo com o assassino, Arthur abre as portas para uma jornada mortal envolvendo psicopatas, maldições e demônios."
Sobre Rodas,"Lucas (Cauã Martins) é um menino que chega a uma nova escola depois de sofrer um acidente que o colocou em uma cadeira de rodas. Lá, ele se torna amigo de Laís (Lara Boldorini), uma colega de classe que sonha em conhecer o pai que a abandonou. Juntos, os dois iniciam uma jornada inesperada e decidem fugir de casa quando a jovem descobrem o possível paradeiro do pai."
Eleições,"A rotina do ensino médio da Escola Estadual Doutor Alarico da Silveira, localizada no centro de São Paulo, é alterada por conta das eleições do grêmio estudantil que se aproximam. Durante este período é possível identificar como as consequências do processo eleitoral afetam as relações entre os alunos, assim como as eleições presidenciais, em proporções bem maiores, conseguem alterar a atmosfera de um país."
Elegia de um Crime,"Em fevereiro de 2011, a mãe do diretor Cristiano Burlan foi assassinada em Uberlândia pelo parceiro. Isabel Burlan da Silva teve sua trajetória marcada pela violência e pela pobreza, assim como todo o resto da família. Este é o terceiro filme da série ""Trilogia do Luto"", os anteriores abordavam a morte do pai e do irmão de Burlan. Aqui, ele busca reconstruir a imagem e a vida da mãe."
A Cinco Passos de Você,"Aos dezesseis anos de idade, Stella Grant (Haley Lu Richardson) é diferente da maior parte dos adolescentes: devido a uma fibrose cística, ela passa muito tempo no hospital, entre tratamentos e acompanhamento médico. Um dia, conhece Will Newman (Cole Sprouse), garoto que sofre da mesma doença que ela. A atração é imediata, porém os dois são obrigados a manter distância um do outro por questões de saúde. Enquanto Stella pensa em quebrar as regras e se aproximar do garoto da sua vida, Will começa a se rebelar contra o sistema e recusar o rigoroso tratamento."
Nós,"Adelaide (Lupita Nyong'o) e Gabe (Winston Duke) decidem levar a família para passar um fim de semana na praia e descansar em uma casa de veraneio. Eles viajam com os filhos e começam a aproveitar o ensolarado local, mas a chegada de um grupo misterioso muda tudo e a família se torna refém de seus próprios duplos."
Cine Holliúdy 2 - A Chibata Sideral,"Pacatuba, interior do Ceará, 1980. A popularização da TV obriga Francisgleydisson (Edmilson Filho) a fechar seu adorado Cine Holliúdy e ir morar na casa da sogra, ao lado da esposa Maria das Graças (Miriam Freeland) e do filho Francin (Ariclenes Barroso). Após passar por uma experiência alienígena, na qual um amigo foi abduzido, ele tem a ideia de rodar um longa-metragem de ficção científica onde Lampião enfrenta os seres extra-terrestres. Para tanto, consegue o apoio do prefeito Olegário (Roberto Bomtempo) e de sua esposa Justina (Samantha Schmütz), candidata às próximas eleições."
Um Ato de Esperança,"Fiona Maye (Emma Thompson) é uma eminente juíza da Alta Corte, que preside casos eticamente complexos do direito familiar. Com o serviço pesado, sua carga horária acaba exigendo um desgaste pessoal de Fiona. Em meio ao seu precário relacionamentio com um professor (Stanley Tucci), ela precisa decidir sobre o caso de Adam (Fionn Whitehead), um garoto diagnosticado com leucemia que se recusa em fazer a transfusão de sangue que salvará sua vida, devido a uma crença religiosa."
Um Banho de Vida,"Bertrand (Mathieu Amalric) está no ""auge"" dos seus quarentas anos e sofre de depressão. Depois de usar uma série de medicamentos que não surtiram nenhum efeito, ele começa a frequentar a piscina municipal do bairro em que vive. Lá ele conhece outros homens com histórias semelhantes a sua. O grupo se junta e forma uma equipe de nado sincronizado masculina, algo incomum dentro do esporte. Sob o comando de Delphine (Virginie Efira), uma ex-atleta vitoriosa, Bertrand e os novos companheiros decidem participar do Campeonato Mundial de Nado Sincronizado, encontrando, enfim, um novo propósito para sua vida."
O Retorno de Ben,"Ben Burns (Lucas Hedges) é um problemático jovem homem que volta para a casa de sua família certa noite de Natal. Sua mãe preocupada, Holly (Julia Roberts), o recebe com todo amor, porém logo percebe que ele ainda pode trazer perigo para seu lar. Durante 24 horas que podem mudar sua vida para sempre, Holly deve fazer de tudo para impedir que sua família seja destruída."
Chorar de Rir,"“Estrela do programa de TV Chorar de Rir” , Nilo Perequê (Leandro Hassum) é um grande nome da comédia no país. Quando ganha o prêmio de melhor comediante do ano, o humorista decide mudar radicalmente sua carreira e se dedicar totalmente ao drama, deixando sua família e seu empresário desesperados."
Jorginho Guinle - $ó Se Vive uma Vez,"Jorge Eduardo Guinle ficou conhecido, ao longe de sua vida, como um dos maiores playboys cariocas. Gozando do patrimônio de sua família abastada, ele circulou entre os melhores bares e boates da cidade, criando uma gama de contatos que o consagraram como o primeiro ""promoter"" do país. Jorginho, como era conhecido, mantinha amizades próximas com grandes estrelas internacionais como Rita Hayworth e Kim Novak, e foi o responsável por trazê-las para as terras tupiniquins."
Alaska,"Anos após se separarem, Ana (Bella Carrijo) e Fernando (Rafael Sieg) decidem visitar mais uma vez a Chapada dos Veadeiros, que foi cenário de uma intensa história de amor entre os dois. A viagem é uma segunda chance para essa paixão. Mas o tempo passou e eles talvez não sejam mais os mesmos."
As Cores da Serpente,"Um registro afetivo sobre a história do Coletivo Murais da Leba, a maior intervenção de grafite da África, procurando entender as motivações dos artistas participantes. A Serra da Leba, composta pela província de Huila e Namibe, tem um histórico de 30 anos vividos em guerra. Buscando se relacionar com sua tradição e ancestralidade, um grupo de artistas angolanos busca pintar os mais de seis mil metros quadrados dos paredões que envolvem a região."
Dumbo,"1919, Joplin, Estados Unidos. Holt Farrier (Colin Farrell) é uma ex-estrela de circo que, ao retornar da Primeira Guerra Mundial, encontra seu mundo virado de cabeça para baixo. Além de perder um braço no front, sua esposa faleceu enquanto estava fora e ele agora precisa criar os dois filhos. Soma-se a isso o fato de ter perdido seu antigo posto no circo, sendo agora o encarregado em cuidar de uma elefanta que está prestes a parir. Quando o bebê nasce, todos ficam surpresos com o tamanho de suas orelhas, o que faz com que de início seja desprezado. Cabe então aos filhos de Holt a tarefa de cuidar do pequenino, até que eles descobrem que as imensas orelhas permitem que Dumbo voe."
Gloria Bell,"Uma mulher sozinha com 50 anos e espírito livre (Julianne Moore) ocupa suas noites buscando amor em boates para adultos solteiros em Los Angeles. Sua frágil felicidade muda no dia em que conhece Arnold (John Turturro). Sua intensa paixão deixa ela alternando entre esperança e desespero, até ela descobrir uma nova força e que agora, surpreendentemente, ela consegue brilhar mais do que nunca."
Minha Obra-prima,"Renzo Nervi (Luis Brandoni) já foi um pintor bem-sucedido em Buenos Aires, mas hoje não consegue vender um único quadro. Seu amigo Arturo Silva (Guillermo Francella), negociante de obras de arte, faz o possível para valorizar os quadros de Nervi, porém a personalidade arrogante do artista não ajuda nos negócios. Um dia, um acidente inesperado proporciona aos dois uma possibilidade inédita (e ilegal) de ganharem dinheiro dentro do corrupto mercado de obras de arte."
A Rebelião,"Em um bairro de Chicago, quase uma década após uma invasão alienígena no planeta Terra, acompanhamos como é a vida das pessoas nos dois lados do conflito, o dos colaboradores e o dos dissidentes."
Vox Lux - O Preço da Fama,"Celeste (Natalie Portman) é uma menina que sobrevive após uma grande tragédia, o que a torna conhecida nacionalmente. Após um tempo, ela se lança como cantora e alcança o estrelato."
Happy Hour - Verdades e Consequências,"Após um acidente, Horácio (Pablo Echarri) muda completamente suas perspectivas de vida e decide confessar para sua esposa, Vera (Letícia Sabatella), que deseja ter relações com outras pessoas, embora ainda queira continuar o casamento. Confusa e inserida em um momento profissionalmente complicado, ela não gosta da ideia mas percebe que precisa, mais do que nunca, continuar seu casamento."
Inezita,"Tendo comandado o programa ""Viola, Minha Viola"" por mais de 30 anos, Inezita Barroso foi um dos grandes expoentes da música popular brasileira. No entanto, a caminhada até o sucesso não foi nada fácil. Nascida em 1925, a artista teve que romper com preconceitos e estigmas que excluíam as mulheres da cena musical sertaneja do país, além de batalhar muito para mostrar seu valor como pesquisadora folclórica."
António Um Dois Três,"Lisboa, Portugal. António (Mauro Soares) é um jovem que, após passar a noite fora de casa, é cobrado pelo pai devido a uma carta anônima que recebeu, dizendo que o filho abandonou a faculdade há cerca de um ano. Diante da situação, António foge de casa e encontra refúgio na casa de Mariana (Mariana Dias), uma ex-namorada. Lá ele conhece Débora (Deborah Viegas), uma brasileira que alugou um quarto por um único dia, com quem acaba se envolvendo."
Uma Viagem Inesperada,"Pablo (Pablo Rago) é um engenheiro argentino que mora no Brasil. Ele trabalha como responsável pela criação de uma nova plataforma de petróleo numa empresa localizada no Rio de Janeiro. Morar longe de sua família é algo que gerou certo afastamento. Porém, quando seu filho passa por um problema, Pablo viaja para seu país natal em busca de soluções."
Os Últimos Dias de Copacabana Jack,"Vivendo em um pequeno apartamento situado no coração de Copacabana, um sexagenário solitário cumpre rigorosamente sua monótona rotina todos os dias. Quando ele assiste na TV sobre diversas investigações que apontam o aparecimento de misteriosos pacotes manchados de sangue nas ruas, percebe que seus hábitos podem ser o segredo para desvendar a indentidade de um assassino em série. "
Quebra-Queixo,"Mais conhecido como Rapadura, o musicista Francisco Igor Almeida dos Santos tornou-se um fenômeno no Ceará ao propôr, em suas músicas, reflexões a respeito de temas como diferença de classes e desigualdade social. Em seu último single, Quebra-Queixo, a dicotomia entre as relações é palco para novos questionamentos. "
The Cleaners,"No sombrio submundo da internet, quem é responsável por controlar o que vemos e o que pensamos? Um olhar analítico sobre a indústria virtual responsável por fazer limpezas digitais, apagando e controlando os conteúdos que ficam visíveis online."
Shazam!,"Billy Batson (Asher Angel) tem apenas 14 anos de idade, mas recebeu de um antigo mago o dom de se transformar num super-herói adulto chamado Shazam (Zachary Levi). Ao gritar a palavra SHAZAM!, o adolescente se transforma nessa sua poderosa versão adulta para se divertir e testar suas habilidades. Contudo, ele precisa aprender a controlar seus poderes para enfrentar o malvado Dr. Thaddeus Sivana (Mark Strong)."
Duas Rainhas,"Mary (Saoirse Ronan), ainda criança, foi prometida ao filho mais velho do rei Henrique II, Francis, e então foi levada para França. Mas logo Francis morre e Mary volta para a Escócia, na tentativa de derrubar sua prima Elizabeth I (Margot Robbie), a Rainha da Inglaterra."
O Tradutor,"Trabalhando na Universidade de Havana, um professor de literatura russa (Rodrigo Santoro) é obrigado a trabalhar como tradutor para crianças vítimas do desastre nuclear de Chernobyl, quando elas são enviadas até Cuba para tratamento médico."
Milagre,"Apesar dos milagres serem o elemento central da fé cristã, atualmente, são poucos os que se propõem  a adentrar o tema. Através de conversas com pensadores como Olavo de Carvalho, Raphael de Paola e Wolfgang Smith, o diretor Mauro Ventura inicia uma investigação filosófica acerca desse fenômeno, com o objetivo de dissecá-lo de forma profunda e desvendar os seus enigmas para a contemporaneidade."
"Mussum, um Filme do Cacildis","A trajetória do humorista e sambista Antônio Carlos Bernado Gomes, o ""Mussum"", é contada de diferentes ângulos. São reveladas facetas mais sérias da figura que foi eternizada no imaginário popular brasileiro por sua participação no programa ""Os Trapalhões"". Por trás de sua persona humorística e debochada, Antônio Carlos mantinha uma rotina de responsabilidades com sua família, projetos e compromissos."
Três Faces,"Uma famosa atriz iraniana recebe um vídeo perturbador de uma garota implorando por ajuda para escapar de sua família conservadora. Ela então pede seu amigo, o diretor Jafar Panahi, para descobrir se o vídeo é real ou uma manipulação. Juntos, eles seguem o caminho para a aldeia da menina nas remotas montanhas do norte, onde as tradições ancestrais continuam a ditar a vida local."
Família Submersa,"Quando Rina morre repentinamente, a vida de sua irmã e companheira de vida Marcela é completamente abalada. O velório é sobreposto por conversas sobre o passado e assuntos familiares que incomodam Marcela, principalmente por estar recebendo todos em sua casa."
