"Codigo da obra";"Titulo Original";"Titulo no Brasil";"Ano de produc?o";"Diretor";"Raz?o Social do Requerente";"CNPJ Requerente";"Data de liberac?o p exibic?o"
"1394";"LA GRAN AVENTURA MORTADELO Y FILEMON";"MORTADELO E SALAMINHO: AGENTES QUASE SECRETOS";"2003";"JAVIER FESSER";"ACTIVITY FILMES DO BRASIL LTDA.";"04.268.162/0001-66";"11-MAY-04"
"7607";"CHOUCHOU";"XUXU";"2003";"MERZAK ALLOUACHE";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"13-JUL-04"
"15003504";"PIRATES OF THE CARIBBEAN: DEAD MAN'S CHEST";"PIRATAS DO CARIBE: O BAÚ DA MORTE";"2006";"GORE VERBINSKI";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"29-APR-05"
"10907";"CORPO NU";"CORPO NU";"1997";"STANLAY MIRANDA";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"25-AUG-05"
"7227";"A MARQUESA DE SADE";"A MARQUESA DE SADE";"2001";"ROGER LEMOS";"INTRODUCTION SERVIÇOS DE DISTRIBUIÇÃO DE FILMES LTDA";"02.740.650/0001-07";"31-AUG-05"
"7264";"SUGA SUGA";"SUGA SUGA";"2001";"ROGER LEMOS";"INTRODUCTION SERVIÇOS DE DISTRIBUIÇÃO DE FILMES LTDA";"02.740.650/0001-07";"31-AUG-05"
"15051";"ELIZABETHTOWN";"TUDO ACONTECE EM ELIZABETHTOWN";"2005";"CAMERON CROWE";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"20-OCT-05"
"15102";"SYRIANA";"SYRIANA - A INDÚSTRIA DO PETROLEO";"2005";"STEPHEN GAGHAN";"WARNER BROS. (SOUTH) INC.";"33.015.827/0001-28";"17-JAN-06"
"15003022";"X-MEN: THE LAST STAND";"X-MEN - O CONFRONTO FINAL";"2006";"BRETT RATNER";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"12-MAY-06"
"28997";"THE LONG WEEKEND";"THE LONG WEEKEND";"2005";"PAT HOLDEN";"CANNES PRODUÇÕES S/A";"72.672.017/0001-04";"06-JUN-06"
"123072";"SIMPATHY FOR LADY VENGEANCE";"LADY VINGANÇA";"2005";"CHAN-WOOK PARK";"LPR IMPORTAÇÃO EXPORTAÇÃO E SERVIÇOS LTDA";"60.704.533/0001-86";"19-SEP-06"
"132712";"DOOGAL";"DOGÃO: AMIGO PARA CACHORRO ";"2006";"JEAN DUVAL";"AB INTERNACIONAL ENTRETENIMENTO LTDA. (BAIXADA)";"57.695.371/0001-52";"19-OCT-06"
"134750";"MARY";"MARY";"2005";"ABEL FERRARA";"AB INTERNACIONAL ENTRETENIMENTO LTDA. (BAIXADA)";"57.695.371/0001-52";"06-NOV-06"
"159719";"A TURMA DA MÔNICA EM UMA AVENTURA NO TEMPO";"A TURMA DA MÔNICA EM UMA AVENTURA NO TEMPO";"2006";"MAURICIO ARAUJO DE SOUSA";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"28-FEB-07"
"15001061";"GHOST RIDER";"MOTOQUEIRO FANTASMA";"2007";"MARK STEVEN JOHNSON";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"15-FEB-07"
"15003656";"RATATOUILLE";"RATATOUILLE";"2007";"JAN PINKAVA";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"11-APR-07"
"250118";"5 FRAÇÕES DE UMA QUASE HISTÓRIA";"5 FRAÇÕES DE UMA QUASE HISTÓRIA";"2007";"CRISTIANO ABUD BARBOSA";"USINA DIGITAL DISTRIBUIDORA DE FILMES LTDA";"04.236.555/0001-98";"04-SEP-08"
"188687";"FAST TRACK AKA THE EX";"O EX-NAMORADO DA MINHA MULHER";"2007";"JESSÉ PERETZ";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"12-JUN-07"
"453496";"ELEVADO 3.5";"ELEVADO 3.5";"2007";"JOAO CLARK DE ABREU SODRE";"SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA)";"01.216.636/0001-38";"07-APR-10"
"198587";"HAPPILY N´EVER AFTER";"DEU A LOUCA NA CINDERELA";"2007";"PAUL J. BOLGER, YVETTE KAPLAN";"CANNES PRODUÇÕES S/A";"72.672.017/0001-04";"16-JUL-07"
"201960";"TWO  DICKS FOR EVERY CHICK";"O DOBRO OU NADA";"2005";"STONEY CURTIS";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"30-JUL-07"
"211455";"SLEUTH";"UM JOGO DE VIDA E MORTE";"2007";"KENNETH BRANAGH";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"13-SEP-07"
"214744";"LA CONGA SEX";"LA CONGA SEX";"2006";"JOSE ANTONIO GASPAR RAMOS";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"19-JUN-09"
"219199";"GOL 2: LIVING THE DREAM";"GOL II: VIVENDO O SONHO";"2007";"JAUME COLLET-SERRA";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"09-OCT-07"
"16003596";"ENCHANTED";"ENCANTADA";"2007";"KEVIN LIMA";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"05-NOV-07"
"16006237";"SICKO";"SOS SAÚDE";"2007";"MICHAEL MOORE";"CANNES PRODUÇÕES S/A";"72.672.017/0001-04";"09-NOV-07"
"16005468";"4 LUNI, 3 SAPTAMANI SI 2 ZILE";"4 MESES, 3 SEMANAS E 2 DIAS";"2007";"CRISTIAN MUNGIU";"EBA EMPRESA BRASILEIRA DE AUDIOVISUAL S/A";"01.610.349/0001-08";"17-DEC-07"
"255688";"FUCK  THE SYSTEM";"F...   O  SISTEMA";"2005";"ROB ROTTEN";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"14-MAR-08"
"271985";"O CLUBE DAS PELUDAS";"O CLUBE DAS PELUDAS";"2006";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"26-MAY-08"
"271830";"A GAROTA DA WEB SEX";"A GAROTA DA WEB SEX";"2007";"JOSE ANTONIO GASPAR RAMOS";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"26-MAY-08"
"274040";"BÁRBARA";"BÁRBARA";"2007";"CARLOS ANTÔNIO DA SILVA GRADIM";"CARLOS ANTÔNIO DA SILVA GRADIM";"523.901.446-91";"21-MAY-08"
"270036";"OSS 117: LE CAIRE NID D' ESPIONS";"AGENTE 117: CAIRO, NINHO DE ESPIÕES";"2006";"MICHEL HAZANAVICIUS";"RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA";"07.949.581/0001-51";"28-MAY-08"
"294460";"O ABORTO DOS OUTROS";"O ABORTO DOS OUTROS";"2008";"CARLA REGINA GALLO SANTOS";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"24-SEP-08"
"405028";"VELHAS GUARDAS";"VELHAS GUARDAS";"2007";"JOATAN VILELA BERBEL";"MP2 PRODUÇÕES LTDA.";"01.456.361/0001-00";"02-OCT-09"
"298713";"THE BLACK PIMPERNEL";"THE BLACK PIMPERNEL";"2007";"ASA FARINGER";"RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA";"07.949.581/0001-51";"02-SEP-08"
"298713";"THE BLACK PIMPERNEL";"THE BLACK PIMPERNEL";"2007";"ULF HULTBERG";"RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA";"07.949.581/0001-51";"02-SEP-08"
"349682";"ANAL TOTAL MELHORES CENAS";"ANAL TOTAL MELHORES CENAS";"2008";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"31-MAR-09"
"319714";"EXPLORAÇÃO ANAL";"EXPLORAÇÃO ANAL";"2008";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"31-MAR-09"
"330015";"FEDERAL";"FEDERAL";"2008";"ERIK LUIS DE CASTRO OLIVEIRA";"CANNES PRODUÇÕES S/A";"72.672.017/0001-04";"03-SEP-10"
"16005834";"FELIX ET LOLA";"FELIX E LOLA";"2001";"PATRICE LECONTE";"CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE";"01.368.016/0001-14";"16-JAN-09"
"16006323";"THE WRESTLER";"O LUTADOR";"2008";"DARREN ARONOFSKY";"SM DISTRIBUIDORA DE FILMES LTDA";"08.257.054/0001-49";"27-JAN-09"
"16006297";"THE UNBORN";"ALMA PERDIDA";"2009";"DAVID S. GOYER";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"06-FEB-09"
"15004596";"THE HAUNTING IN CONNECTICUT";"EVOCANDO ESPÍRITOS";"2009";"PETER CORNWELL";"WMIX DISTRIBUIDORA LTDA.";"03.918.609/0001-32";"05-MAR-09"
"352821";"SEM CENSURA";"SEM CENSURA";"2009";"JOSE ANTONIO GASPAR RAMOS";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"29-JUN-09"
"365395";"SHELTER";"DE REPENTE, CALIFORNIA";"2007";"JONAH MARKOWITZ";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"13-MAY-09"
"16006228";"SEVENTEEN AGAIN";"DEZESSETE OUTRA VEZ";"2009";"BURR STEERS";"PLAYARTE PICTURES ENTRETENIMENTOS LTDA.";"00.943.231/0001-39";"10-JUN-09"
"373573";"POSSUÍDA PELO SEXO";"POSSUÍDA PELO SEXO";"2009";"JOSE ANTONIO GASPAR RAMOS";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"01-OCT-09"
"403643";"O MELHOR DE BIG MACKY";"O MELHOR DE BIG MACKY";"2009";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"11-JAN-10"
"404338";"CIDADE DE PLÁSTICO";"CIDADE DE PLÁSTICO";"2008";"YU LIK WAI";"SM DISTRIBUIDORA DE FILMES LTDA";"08.257.054/0001-49";"29-JAN-10"
"16005833";"FANTASTIC MR. FOX";"O FANTÁSTICO SENHOR RAPOSO";"2009";"WES ANDERSON";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"16-NOV-09"
"16006324";"THE IMAGINARIUM OF DR PARNASSUS";"O MUNDO IMAGINÁRIO DO DR. PARNASSUS";"2009";"TERRY GILLIAM";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"23-OCT-09"
"415426";"GAUCHA NOTA 10";"GAUCHA NOTA 10";"2009";"ANDERSON PAULO MEDEIROS";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"26-FEB-10"
"451791";"XOXOTA OCULTA";"XOXOTA OCULTA";"2010";"PAULO SERGIO DOMINGUES";"F. J. VIDEO LTDA";"53.625.075/0001-24";"22-MAR-12"
"452832";"WALACHAI";"WALACHAI";"2009";"MARIA REJANE ZILLES";"OKNA PRODUÇÕES CULTURAIS LTDA";"08.267.476/0001-03";"03-JUN-15"
"470206";"O FILME DOS ESPÍRITOS";"O FILME DOS ESPÍRITOS";"2010";"MICHEL DUBRET";"SM DISTRIBUIDORA DE FILMES LTDA";"08.257.054/0001-49";"03-JUN-15"
"15004280";"SHANGHAI";"CONSPIRAÇÃO XANGAI";"2010";"MIKAEL HAFSTROM";"WMIX DISTRIBUIDORA LTDA.";"03.918.609/0001-32";"18-AUG-10"
"14024666";"LEGEND OF THE GUARDIANS: THE OWLS OF GA` HOOLE";"A LENDA DOS GUARDIÕES";"2010";"ZACK SNYDER";"WARNER BROS. (SOUTH) INC.";"33.015.827/0001-28";"20-SEP-10"
"16005883";"HABITACIÓN EN ROMA";"UM QUARTO EM ROMA";"2010";"JULIO MEDEM";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"03-JUN-15"
"16006387";"YOU WILL MEET A TALL DARK STRANGER";"VOCÊ VAI CONHECER O HOMEM DOS SEUS SONHOS";"2010";"WOODY ALLEN";"SM DISTRIBUIDORA DE FILMES LTDA";"08.257.054/0001-49";"28-SEP-10"
"15002050";"UNSTOPPABLE";"INCONTROLÁVEL";"2010";"TONY SCOTT";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"21-OCT-10"
"16005939";"L'ANOUR FOU";"O LOUCO AMOR DE YVES SAINT LAURENT";"2010";"PIERRE THORETTON";"SERENDIP FILMES LTDA";"06.911.780/0001-08";"03-JUN-15"
"16005009";"YOGI BEAR";"ZÉ COLMEIA: O FILME";"2010";"ERIC BREVIG";"WARNER BROS. (SOUTH) INC.";"33.015.827/0001-28";"10-JAN-11"
"16006380";"WINTER'S BONE";"INVERNO DA ALMA";"2010";"DEBRA GRANIK";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"17-DEC-10"
"16005905";"INCENDIES";"INCÊNDIOS";"2010";"DENIS VILLENEUVE";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"29-DEC-10"
"16002399";"WHO'S THAT GIRL";"UMA BRASILEIRA FUCKING HOLLYWOOD";"2006";"VINCE VOYEUR";"F. J. VIDEO LTDA";"53.625.075/0001-24";"03-JUN-15"
"16002203";"HANNA";"HANNA";"2011";"JOE WRIGHT";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"20-APR-11"
"564103";"PORTA A PORTA A POLÍTICA EM DOIS TEMPOS";"PORTA A PORTA A POLÍTICA EM DOIS TEMPOS";"2010";"MARCELO BRENNAND";"SOPRO DE ZÉFIRO PRODUÇÕES CULTURAIS E ARTÍSTICA S/S LTDA";"12.859.237/0001-01";"21-OCT-11"
"571846";"EU VOU SEGUIR";"EU VOU SEGUIR";"2009";"ROBERTO CARMINATI";"INFLUÊNCIA FILMES LTDA. ME";"01.349.050/0001-41";"20-JUL-12"
"573389";"IBITIPOCA, DROBA PRA LÁ";"IBITIPOCA, DROBA PRA LÁ";"2011";"FELIPE DE BARROS SCALDINI";"F B SCALDINI PRODUÇÃO DE FILMES - BAIXADO";"12.638.575/0001-13";"02-APR-12"
"576260";"IMPULSOS SEXUAIS";"IMPULSOS SEXUAIS";"2007";"JULIANO COSTA BENDAZOLI";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"24-NOV-11"
"16002128";"LES AMOURS IMAGINAIRES";"AMORES IMAGINARIOS";"2010";"XAVIER DOLAN";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"30-SEP-11"
"16000103";"NEKA OSTANE MEDJU NAMA";"APENAS ENTRE NÓS";"2010";"RAJKO GRLIC";"FREDERICO DA CRUZ MACHADO - ME";"03.553.092/0001-25";"26-OCT-11"
"16002437";"MILES FROM NEEDLES";"MUITAS MILHAS DE TESÃO";"2007";"B. SKOW";"F. J. VIDEO LTDA";"53.625.075/0001-24";"25-OCT-11"
"604174";"SOBRE FUTEBOL E BARREIRAS";"SOBRE FUTEBOL E BARREIRAS";"2010";"ARTURO BENITO HARTMANN PACHECO";"OLÉ PRODUÇÕES LTDA";"09.019.897/0001-70";"02-JUN-15"
"15004194";"GHOST RIDER: SPIRIT OF VENGEANCE";"MOTOQUEIRO FANTASMA: ESPÍRITO DE VINGANÇA";"2011";"BRIAN TAYLOR";"WMIX DISTRIBUIDORA LTDA.";"03.918.609/0001-32";"16-DEC-11"
"16001797";"BEL AMI";"BEL AMI - O SEDUTOR";"2012";"NICK ORMEROD;DECLAN DONNELLAN";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"03-JUN-15"
"16002074";"TOSCA";"TOSCA";"2011";"DUNCAN MACFARLAND";"CINEMARK BRASIL S.A";"00.779.721/0001-41";"03-JUN-15"
"15003408";"KISEKI";"O QUE EU MAIS DESEJO";"2011";"HIROKAZU KOREEDA";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"25-APR-12"
"16001799";"BRAVE";"VALENTE";"2012";"MARK ANDREWS, BRENDA CHAPMAN, STEVE PURCELL";"THE WALT DISNEY COMPANY (BRASIL) LTDA.";"73.042.962/0001-87";"22-MAY-12"
"16001795";"KILLER JOE";"KILLER JOE - MATADOR DE ALUGUEL";"2012";"WILLIAM FRIEDKIN";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"03-JUN-15"
"674050";"VIRANDO BICHO";"VIRANDO BICHO";"2012";"SILVIA FRAIHA";"FRAIHA PRODUÇÕES DE EVENTOS E EDITORA LTDA";"00.538.914/0001-00";"03-JUN-15"
"675471";"XICO STOCKINGER";"XICO STOCKINGER";"2012";"FREDERICO MENDINA DE MORAIS SANTOS";"MENDINA DE MORAIS SANTOS PRODUÇÕES LTDA.";"08.681.701/0001-45";"18-OCT-12"
"16001907";"TITEUF, LE FILM";"TITEUF";"2011";"ZEP";"UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA";"12.452.477/0001-97";"03-JUN-15"
"15008440";"WHAT MAISIE KNEW";"PELOS OLHOS DE MAISIE";"2012";"DAVID SIEGEL";" ESFERA PRODUÇÕES CULTURAIS EIRELI - EPP";"11.579.388/0001-43";"15-AUG-13"
"14028369";"GONE GIRL";"GAROTA EXEMPLAR";"2014";"DAVID FINCHER";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"09-OCT-14"
"16001894";"WASTED YOUTH";"ENERGIA SEXUAL";"2006";"MARK WOOD";"ALBERTO BITELLI INTERNATIONAL FILMS LTDA - EPP";"54.881.404/0001-60";"06-DEC-12"
"710943";"O CONCURSO";"O CONCURSO";"2013";"PEDRO VASCONCELOS DE BRITO PEREIRA";"SM DISTRIBUIDORA DE FILMES LTDA";"08.257.054/0001-49";"13-JUN-13"
"14028562";"DELIVER US FROM EVIL";"LIVRA-NOS DO MAL";"2014";"SCOTT DERRICKSON";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"03-JUN-15"
"15000541";"KAZE TACHINU";"VIDAS AO VENTO";"2013";"HAYAO MIYAZAKI";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"17-FEB-14"
"16001109";"MR. MORGAN'S LAST LOVE";"O ÚLTIMO AMOR DE MR MORGAN";"2013";"SANDRA NETTELBECK";"TUCUMÁN DISTRIBUIDORA DE FILMES LTDA";"10.681.698/0001-01";"16-JUN-14"
"708909";"SOMOS TÃO JOVENS";"SOMOS TÃO JOVENS";"2011";"ANTONIO CARLOS DA FONTOURA";"WMIX DISTRIBUIDORA LTDA.";"03.918.609/0001-32";"09-APR-13"
"5807";"VELHO, O MAR E O LAGO, O";"VELHO, O MAR E O LAGO, O";"2000";"CAMILO SANTOS CAVALCANTE";"REPÚBLICA PUREZA FILMES LTDA.";"01.369.211/0001-69";"02-AUG-04"
"15001711";"XXX";"TRIPLO X";"2002";"ROB COHEN";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"15-JUL-02"
"15008443";"CASADENTRO";"CASADENTRO";"2013";"JOANNA LOMBARDI";" ESFERA PRODUÇÕES CULTURAIS EIRELI - EPP";"11.579.388/0001-43";"06-MAY-14"
"14024143";"BRICK MANSIONS";"13° DISTRITO (2014)";"2014";"CAMILLE DELAMARRE";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"20-APR-15"
"14024143";"BRICK MANSIONS";"13° DISTRITO";"2014";"CAMILLE DELAMARRE";"ANTONIO FERNANDES FILMES LTDA";"02.668.665/0001-01";"20-APR-15"
"15000749";"LOVE PUNCH";"UM PLANO BRILHANTE";"2013";"JOEL HOPKINS";"PLAYARTE PICTURES ENTRETENIMENTOS LTDA.";"00.943.231/0001-39";"12-MAY-14"
"700727";"ANGIE";"ANGIE";"2011";"MARCIO GARCIA MACHADO";"H2O DISTRIBUIDORA DE FILMES S/A";"15.372.472/0001-42";"14-MAR-13"
"14028208";"NEED FOR SPEED";"NEED FOR SPEED - O FILME";"2014";"SCOTT WAUGH";"THE WALT DISNEY COMPANY (BRASIL) LTDA.";"73.042.962/0001-87";"30-JAN-14"
"11868";"ACQUARIA";"ACQUARIA";"2003";"FLAVIA MORAES";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"01-MAR-05"
"16000664";"HOLLYWOOD HOMICIDE";"DIVISÃO DE HOMICÍDIOS";"2003";"RON SHELTON";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"17-JAN-03"
"7600";"THE MAN WITHOUT A PAST";"O HOMEM SEM PASSADO";"2002";"AKI KAURISMAKI";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"31-JAN-03"
"4703";"CHRISTMAS WITH THE KRANK´S";"UM NATAL MUITO, MUITO LOUCO";"2004";"JOE ROTH";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"30-DEC-04"
"5795";"OPEN HEARTS - ELSKER DIG FOR EVIGT";"TE AMAREI PARA SEMPRE";"2002";"SUSANNE BIER";"CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE";"01.368.016/0001-14";"19-FEB-04"
"7295";"LAISSEZ-PASSER";"PASSAPORTE PARA A VIDA";"2001";"BERTRAND TAVERNIER";"ESTAÇÃO CINEMA E CULTURA LTDA";"02.745.624/0001-63";"03-DEC-04"
"15002467";"THE PASSION OF THE CHRIST";"A PAIXÃO DE CRISTO";"2004";"MEL GIBSON";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"06-APR-04"
"4804";"PRINCESS DIARIES 2: THE ROYAL ENGAGEMENT";"DIÁRIO DA PRINCESA 2";"2004";"GARY MARSHALL";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"23-AUG-04"
"7617";"LILYA FOR EVER";"PARA SEMPRE LILYA";"2002";"LUKAS MOODYSSON";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"05-OCT-04"
"15138";"RENT";"RENT - OS BOÊMIOS";"2005";"CHRIS COLUMBUS";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"09-JAN-06"
"15198";"ON THE RUN";"EM FUGA";"2003";"LUCAS BELVAUX";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"10-APR-06"
"21287";"THE FILTH AND THE FURY";"O LIXO E A FÚRIA";"1999";"JULIEN TEMPLE";"CIRCUITO CINEARTE LTDA";"01.425.583/0001-65";"12-JUN-06"
"27995";"SAINT SEIYA - THE HEAVENS";"OS CAVALEIROS DO ZODÍACO - O PRÓLOGO DO CÉU";"2004";"SHIGEYASU YAMAUCHI";"PLAYARTE PICTURES ENTRETENIMENTOS LTDA.";"00.943.231/0001-39";"02-AUG-06"
"14024211";"THE PURSUIT OF HAPPYNESS";"A PROCURA DA FELICIDADE";"2006";"GABRIELE MUCCINO";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"18-OCT-06"
"150386";"ALPHA DOG";"ALPHA DOG";"2006";"NICK CASSAVETES";"AB INTERNACIONAL ENTRETENIMENTO LTDA. (BAIXADA)";"57.695.371/0001-52";"09-JAN-07"
"15001716";"FRACTURE";"UM CRIME DE MESTRE";"2007";"GREGORY HOBLIT";"PLAYARTE PICTURES ENTRETENIMENTOS LTDA.";"00.943.231/0001-39";"11-APR-07"
"186438";"WAKING LIFE";"WAKING LIFE";"2001";"RICHARD LINKLATER";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"29-MAR-11"
"16004254";"THE BOOK OF REVELATION";"O LIVRO DAS REVELAÇÕES";"2006";"ANA KOKKINOS";"CANNES PRODUÇÕES S/A";"72.672.017/0001-04";"15-JUN-07"
"16005771";"EL ULTIMO BANDONEON";"O ULTIMO BANDONEON";"2003";"ALEJANDRO SADERMAN";"PANDA FILMES LTDA";"04.980.287/0001-14";"15-AUG-07"
"227111";"A CASA DE ALICE";"A CASA DE ALICE";"2007";"GUSTAVO TEIXEIRA";"RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.";"08.346.733/0001-94";"22-NOV-07"
"201662";"CONCEIÇÃO - AUTOR BOM É AUTOR MORTO";"CONCEIÇÃO - AUTOR BOM É AUTOR MORTO";"2007";"DANIEL PECEGO VIEIRA CAETANO";"DM FILMES E PRODUÇÕES ARTÍSTICAS LTDA";"01.125.538/0001-95";"25-JUL-07"
"272183";"GOSTOSONAS";"GOSTOSONAS";"2007";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"26-MAY-08"
"262150";"LEATHERHEADS";"O AMOR NÃO TEM REGRAS";"2008";"GEORGE CLOONEY";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"25-APR-08"
"272256";"SUGANDO TUDO";"SUGANDO TUDO";"2005";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"03-JUN-09"
"274379";"NINFAS";"NINFAS";"2005";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"09-JUN-08"
"272854";"THE HAPPENING";"FIM DOS TEMPOS";"2008";"M. NIGHT SHYAMALAN";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"02-JUN-08"
"325184";"ESTRANHO AMOR";"ESTRANHO AMOR";"2008";"M. MAX";"FALLMS ENTRETENIMENTO DISTRIBUIDORA DE FILMES LTDA";"06.987.687/0001-87";"18-DEC-08"
"15006826";"CHASSEURS DE DRAGONS";"CAÇADORES DE DRAGÕES";"2008";"ARTHUR QWAK";"WMIX DISTRIBUIDORA LTDA.";"03.918.609/0001-32";"05-AUG-08"
"290993";"U23D";"U23D";"2007";"MARK PELLINGTON";"PLAYARTE PICTURES ENTRETENIMENTOS LTDA.";"00.943.231/0001-39";"05-AUG-08"
"15008947";"FLY ME TO THE MOON";"FLY ME TO THE MOON";"2008";"BEM STASSEN";"PLAYARTE PICTURES ENTRETENIMENTOS LTDA.";"00.943.231/0001-39";"12-AUG-08"
"16006281";"TAKEN";"BUSCA IMPLACÁVEL";"2008";"PIERRE MOREL";"FOX FILM DO BRASIL LTDA";"33.110.420/0001-80";"17-SEP-08"
"303362";"ADORATION";"ADORAÇÃO";"2008";"ATOM EGOYAN";"COLUMBIA TRISTAR FILMES DO BRASIL LTDA";"00.979.601/0001-98";"09-SEP-08"
"16005619";"DEATH RACE";"CORRIDA MORTAL";"2008";"PAUL W.S. ANDERSON";"PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA";"27.654.722/0001-16";"29-SEP-08"
"16006007";"LE SILENCE DE LORNA";"O SILÊNCIO DE LORNA";"2008";"JEAN PIERRE DARDENNE, LUC DARDENNE";"TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA";"03.599.148/0001-82";"06-OCT-08"
